-1.2335,0.83812,-0.54924,-1.7623,-0.67008,0.049161,-1.2427,0.26444,-0.86412,-0.10419,-0.77938,-0.9772,-1.0946,-0.92074,-1.8321,-1.1979,-1.5756,0.18323,-1.1219,-1.2248,-1.3436,-0.9726,-1.3212,0.41395,-1.0958
-0.59642,-0.46754,-1.0193,-0.72139,-0.60701,-0.80226,-0.51772,-0.26749,-0.47255,-0.5443,-0.95828,-0.32915,-0.72214,-1.0251,-0.56319,-0.52412,-0.61949,0.1358,-0.62222,-0.46577,-0.67063,-0.047308,0.16551,-0.13414,-0.20733
-0.15451,-0.6592,-0.36791,-0.34439,-0.42382,-0.83833,-0.11997,-1.0584,-0.61324,-0.33267,-0.37523,0.076142,-0.26801,-0.24771,-0.16834,-0.37831,-0.10694,-0.40624,-0.39027,-0.027208,-0.19375,0.17607,0.24672,-0.62188,0.15429
0.15329,0.49674,-0.86024,-0.34777,-0.028868,0.066088,0.57188,0.52037,0.36456,0.35493,-0.86595,0.72929,-0.66686,-0.91634,-0.18199,0.41993,-0.43789,0.11755,0.49791,0.34699,-0.75695,0.67266,0.83586,0.21681,0.82253
-0.57309,-0.91159,-0.94547,-0.47796,-0.52273,-0.77111,-0.29632,-0.49487,-0.28133,-0.29386,-0.79551,-0.31711,-0.81683,-0.54806,-0.35257,-0.33299,-0.58899,-0.60421,-0.4418,-0.51384,-0.67089,-0.032655,0.21318,-0.5601,-0.16482
-0.094836,-0.078483,2.0398,1.517,0.15724,0.34069,-0.49522,0.47213,-0.32238,0.15311,1.6404,-1.0748,1.4809,1.5403,0.94944,-0.073336,1.3406,0.49805,-0.32699,-0.34587,1.4908,-0.92209,-1.0234,0.37273,-1.2294
-0.65615,-0.55977,-0.1646,-0.6922,-0.26116,-0.46644,-0.89221,-0.66685,-0.45037,-0.1629,-0.086315,-0.82984,-0.31568,-0.21739,-0.52075,-0.58603,-0.28994,0.048541,-0.60194,-0.55068,-0.074274,-0.97102,-1.002,-0.26493,-0.79325
-0.046233,-0.14846,-0.57252,-0.36194,-0.90617,-0.55472,0.15416,-0.4236,-0.94566,-0.95515,-0.54681,0.57646,-0.12116,-0.73042,-0.45287,-0.7754,-0.3252,-0.025803,-0.66349,-0.19771,-0.50655,1.142,1.0777,-0.13014,0.6232
-0.33497,-0.90919,-0.73087,-0.38158,-0.97766,-1.1194,-0.1227,-1.1412,-0.91812,-0.88572,-0.66498,0.033713,-0.4359,-0.46462,-0.29993,-0.72671,-0.2311,-0.50458,-0.7409,-0.33129,-0.49137,0.50502,0.64431,-0.66375,0.16385
-0.56902,-0.18399,-0.88603,-0.80546,-0.49633,-0.13699,-0.41029,-0.11955,-0.35239,-0.9354,-0.67003,-0.17214,-0.41033,-0.82026,-0.81113,-0.42566,-0.74541,-0.20672,-0.75834,-0.84325,-0.72432,0.30924,0.30878,-0.14146,-0.11224
